employee_name,user_id,email,role,business_unit,functional_unit,department,team,supervisor,user,pc
Blair Deborah Vaughn,BDV0168,Blair.Deborah.Vaughn@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,BDV0168,PC-2464
Cassady Quincy Hampton,CQH0730,Cassady.Quincy.Hampton@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,CQH0730,PC-0532
Jena Chanda Rollins,JCR0289,Jena.Chanda.Rollins@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,JCR0289,PC-2289
Addison Edward Snyder,AES0827,Addison.Edward.Snyder@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,AES0827,PC-2770
Sydnee Leilani Parsons,SLP0762,Sydnee.Leilani.Parsons@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,SLP0762,PC-3922
Cheyenne Lesley Dominguez,CLD0894,Cheyenne.Lesley.Dominguez@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,CLD0894,PC-6260
Leo Chaney Daugherty,LCD0622,Leo.Chaney.Daugherty@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,LCD0622,PC-0235
Caleb Mason Ball,CMB0912,Caleb.Mason.Ball@dtaa.com,Manager,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Todd Vance Spears,CMB0912,PC-0039
Zenia Kiona Stevenson,ZKS0899,Zenia.Kiona.Stevenson@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,ZKS0899,PC-4124
James Cain Vargas,JCV0245,James.Cain.Vargas@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,JCV0245,PC-9136
Ali Murphy Hurley,AMH0794,Ali.Murphy.Hurley@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,AMH0794,PC-2574
Francis Kane Buckner,FKB0163,Francis.Kane.Buckner@dtaa.com,Statistician,1,5 - SalesAndMarketing,1 - MarketAnalysis,,Dacey Jorden Bowen,FKB0163,PC-5087
Amena Karyn Christian,AKC0924,Amena.Karyn.Christian@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,AKC0924,PC-0985
Ivory Leandra Rogers,ILR0304,Ivory.Leandra.Rogers@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,ILR0304,PC-5480
Arthur John Floyd,AJF0370,Arthur.John.Floyd@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,AJF0370,PC-0004
Octavius Kelly Castaneda,OKC0107,Octavius.Kelly.Castaneda@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,OKC0107,PC-3932
Oren Clinton Sharpe,OCS0865,Oren.Clinton.Sharpe@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,OCS0865,PC-4124
Urielle Jane Carter,UJC0737,Urielle.Jane.Carter@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,UJC0737,PC-9612
Marshall Benjamin Wilcox,MBW0809,Marshall.Benjamin.Wilcox@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,MBW0809,PC-5118
Martina Cassandra Fields,MCF0327,Martina.Cassandra.Fields@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,MCF0327,PC-2164
Sylvester Guy Sanders,SGS0268,Sylvester.Guy.Sanders@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,SGS0268,PC-0777
Brian Nathaniel Greer,BNG0237,Brian.Nathaniel.Greer@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,BNG0237,PC-2177
Olympia Shafira Harrison,OSH0655,Olympia.Shafira.Harrison@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,OSH0655,PC-3998
Catherine Savannah Bullock,CSB0080,Catherine.Savannah.Bullock@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,CSB0080,PC-0731
Ella Rachel Hess,ERH0449,Ella.Rachel.Hess@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,ERH0449,PC-1389
Eagan Gannon Koch,EGK0893,Eagan.Gannon.Koch@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,EGK0893,PC-8318
Maggy Melissa Burt,MMB0488,Maggy.Melissa.Burt@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,MMB0488,PC-6251
Abel Adam Morton,AAM0658,Abel.Adam.Morton@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,AAM0658,PC-9923
Eliana Stephanie Albert,ESA0642,Eliana.Stephanie.Albert@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,ESA0642,PC-9304
Chandler Raymond Kirk,CRK0916,Chandler.Raymond.Kirk@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,CRK0916,PC-6417
Bruno Beau Hoover,BBH0810,Bruno.Beau.Hoover@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,BBH0810,PC-3014
Jessica Rachel Freeman,JRF0835,Jessica.Rachel.Freeman@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,JRF0835,PC-9627
Sloane Jade Cochran,SJC0333,Sloane.Jade.Cochran@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,SJC0333,PC-3126
Halla Cathleen Simmons,HCS0003,Halla.Cathleen.Simmons@dtaa.com,VicePresident,1,1 - Adminstration,,,Mona Susan Shannon,HCS0003,PC-3054
Edan Marsden Briggs,EMB0531,Edan.Marsden.Briggs@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,EMB0531,PC-7998
Jane Ignacia Mcdonald,JIM0095,Jane.Ignacia.Mcdonald@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,JIM0095,PC-9328
Kay Janna Snider,KJS0618,Kay.Janna.Snider@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,KJS0618,PC-0133
Eaton Burton Crane,EBC0390,Eaton.Burton.Crane@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,EBC0390,PC-8830
Willa Giselle Stanton,WGS0516,Willa.Giselle.Stanton@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,WGS0516,PC-0389
Nissim Gil French,NGF0157,Nissim.Gil.French@dtaa.com,FinancialAnalyst,1,4 - Finance,3 - FinancialPlanning,,Libby Rosalyn Richard,NGF0157,PC-4124
Katell Amethyst Thornton,KAT0489,Katell.Amethyst.Thornton@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,KAT0489,PC-7007
Cora Clementine Higgins,CCH0685,Cora.Clementine.Higgins@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,CCH0685,PC-4124
Doris Mona Michael,DMM0623,Doris.Mona.Michael@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,DMM0623,PC-5383
Sylvia Ariana Head,SAH0599,Sylvia.Ariana.Head@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,SAH0599,PC-8211
Connor Phelan Guerra,CPG0322,Connor.Phelan.Guerra@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,CPG0322,PC-0177
Orson Barrett Houston,OBH0499,Orson.Barrett.Houston@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,OBH0499,PC-4124
Sage Nichole Savage,SNS0129,Sage.Nichole.Savage@dtaa.com,AdministrativeAssistant,1,3 - Manufacturing,3 - Assembly,,Delilah Iliana Wilkinson,SNS0129,PC-5920
Philip Keith Barron,PKB0429,Philip.Keith.Barron@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,PKB0429,PC-1521
Nicole Aurelia Hanson,NAH0503,Nicole.Aurelia.Hanson@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,NAH0503,PC-4124
Felicia Rhona Butler,FRB0023,Felicia.Rhona.Butler@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,2 - EmployeeRelations,,Blaze Trevor Stone,FRB0023,PC-9874
Amir Hayden Gray,AHG0634,Amir.Hayden.Gray@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,AHG0634,PC-4024
Chadwick Wayne Bond,CWB0065,Chadwick.Wayne.Bond@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,,Todd Vance Spears,CWB0065,PC-4124
Aurora Tatiana Payne,ATP0662,Aurora.Tatiana.Payne@dtaa.com,Manager,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Todd Vance Spears,ATP0662,PC-4124
Dalton Perry Mejia,DPM0423,Dalton.Perry.Mejia@dtaa.com,HardwareEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,DPM0423,PC-2567
Walter Kaseem Foley,WKF0012,Walter.Kaseem.Foley@dtaa.com,Director,1,1 - Adminstration,3 - Training,,Halla Cathleen Simmons,WKF0012,PC-9966
Jarrod Malik Burris,JMB0308,Jarrod.Malik.Burris@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,JMB0308,PC-0814
Amity Kendall Foley,AKF0709,Amity.Kendall.Foley@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,AKF0709,PC-8806
Jermaine Mannix Hansen,JMH0543,Jermaine.Mannix.Hansen@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,JMH0543,PC-7345
Camille Julie Freeman,CJF0802,Camille.Julie.Freeman@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,CJF0802,PC-2940
Ignatius Reese Morton,IRM0931,Ignatius.Reese.Morton@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,IRM0931,PC-4124
Fulton Quinn Avery,FQA0854,Fulton.Quinn.Avery@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,FQA0854,PC-1874
Cecilia Yuri Ashley,CYA0506,Cecilia.Yuri.Ashley@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,CYA0506,PC-6538
Gay Ria Cantu,GRC0145,Gay.Ria.Cantu@dtaa.com,AdministrativeAssistant,1,4 - Finance,,,Thomas Vladimir Stokes,GRC0145,PC-4136
Benjamin Lewis Sweeney,BLS0678,Benjamin.Lewis.Sweeney@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,BLS0678,PC-6031
Harlan Jason Benjamin,HJB0742,Harlan.Jason.Benjamin@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,HJB0742,PC-4124
Kimberley Kiona Sosa,KKS0119,Kimberley.Kiona.Sosa@dtaa.com,Manager,1,3 - Manufacturing,4 - QualityControl,,Byron Tyrone Williamson,KKS0119,PC-0322
Raymond Arsenio Blackwell,RAB0589,Raymond.Arsenio.Blackwell@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,RAB0589,PC-1609
Demetrius Barry Bullock,DBB0384,Demetrius.Barry.Bullock@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,DBB0384,PC-4243
Teagan Raven Kennedy,TRK0914,Teagan.Raven.Kennedy@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,TRK0914,PC-6523
Blossom Scarlett Aguirre,BSA0431,Blossom.Scarlett.Aguirre@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,BSA0431,PC-2187
Rachel Hermione Le,RHL0992,Rachel.Hermione.Le@dtaa.com,IndustrialEngineer,1,3 - Manufacturing,1 - IndustrialEngineering,,Grant Tyrone Doyle,RHL0992,PC-0181
Caldwell Ian Maxwell,CIM0926,Caldwell.Ian.Maxwell@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,CIM0926,PC-3201
Cassidy Florence Gibbs,CFG0959,Cassidy.Florence.Gibbs@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,CFG0959,PC-4124
Vera Mollie Jenkins,VMJ0147,Vera.Mollie.Jenkins@dtaa.com,Manager,1,4 - Finance,2 - Payroll,,Thomas Vladimir Stokes,VMJ0147,PC-3873
Sawyer Abel Turner,SAT0194,Sawyer.Abel.Turner@dtaa.com,PurchasingClerk,1,6 - PurchasingAndContracts,1 - Purchasing,,August Armando Evans,SAT0194,PC-8148
Harper Basil Obrien,HBO0413,Harper.Basil.Obrien@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,HBO0413,PC-7384
Declan Zachery Caldwell,DZC0228,Declan.Zachery.Caldwell@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,DZC0228,PC-7478
Theodore Eagan Bass,TEB0251,Theodore.Eagan.Bass@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,TEB0251,PC-4124
Maryam Nelle Ruiz,MNR0829,Maryam.Nelle.Ruiz@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,MNR0829,PC-2479
Daryl Ocean Patel,DOP0562,Daryl.Ocean.Patel@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,DOP0562,PC-2896
Uriel Axel Diaz,UAD0771,Uriel.Axel.Diaz@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,UAD0771,PC-2499
Ayanna Leandra Dunlap,ALD0544,Ayanna.Leandra.Dunlap@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,ALD0544,PC-7552
Lysandra Chastity Brennan,LCB0664,Lysandra.Chastity.Brennan@dtaa.com,Manager,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Donovan Carlos Chapman,LCB0664,PC-3196
Hyacinth Clare Lindsay,HCL0113,Hyacinth.Clare.Lindsay@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,HCL0113,PC-6779
Tamara Shaeleigh Best,TSB0437,Tamara.Shaeleigh.Best@dtaa.com,Technician,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,TSB0437,PC-6807
Elton Zeus Horton,EZH0736,Elton.Zeus.Horton@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,EZH0736,PC-4209
Josiah Chester Gray,JCG0316,Josiah.Chester.Gray@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,JCG0316,PC-4124
Malcolm Sebastian Garrison,MSG0839,Malcolm.Sebastian.Garrison@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,MSG0839,PC-3227
Lionel Jasper Johnston,LJJ0905,Lionel.Jasper.Johnston@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,LJJ0905,PC-4124
Hall Colorado Morin,HCM0267,Hall.Colorado.Morin@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,HCM0267,PC-7651
Malachi Thor Butler,MTB0620,Malachi.Thor.Butler@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,MTB0620,PC-9348
Clayton Clark Humphrey,CCH0182,Clayton.Clark.Humphrey@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,CCH0182,PC-0514
Cole Aaron Mcfarland,CAM0681,Cole.Aaron.Mcfarland@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,CAM0681,PC-4953
Lyle Brady Hayes,LBH0942,Lyle.Brady.Hayes@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,LBH0942,PC-3640
Cedric Alexander Bowers,CAB0388,Cedric.Alexander.Bowers@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,CAB0388,PC-6165
William Graham Rowe,WGR0833,William.Graham.Rowe@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,WGR0833,PC-6101
Mohammad Taylor Terrell,MTT0901,Mohammad.Taylor.Terrell@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,MTT0901,PC-2775
Gisela Quintessa Fischer,GQF0659,Gisela.Quintessa.Fischer@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,GQF0659,PC-1307
Callum Scott Parrish,CSP0197,Callum.Scott.Parrish@dtaa.com,PurchasingClerk,1,6 - PurchasingAndContracts,1 - Purchasing,,August Armando Evans,CSP0197,PC-4124
Octavia May Maddox,OMM0944,Octavia.May.Maddox@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,OMM0944,PC-0378
Irma Melanie Patrick,IMP0530,Irma.Melanie.Patrick@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,IMP0530,PC-1247
Owen Ross Burks,ORB0473,Owen.Ross.Burks@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,ORB0473,PC-5388
Jenette McKenzie Lynn,JML0909,Jenette.McKenzie.Lynn@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,JML0909,PC-0724
Noble Devin Mack,NDM0417,Noble.Devin.Mack@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,NDM0417,PC-4124
Ferdinand Rashad Lee,FRL0511,Ferdinand.Rashad.Lee@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,FRL0511,PC-2191
Lynn Adena Pratt,LAP0338,Lynn.Adena.Pratt@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,LAP0338,PC-5758
Harper Clark Vazquez,HCV0478,Harper.Clark.Vazquez@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,HCV0478,PC-5977
Kimberley Joy Anderson,KJA0152,Kimberley.Joy.Anderson@dtaa.com,AdministrativeAssistant,1,4 - Finance,2 - Payroll,,Vera Mollie Jenkins,KJA0152,PC-6956
Erasmus Cameron Franco,ECF0828,Erasmus.Cameron.Franco@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,ECF0828,PC-8501
Buffy Vivien Nichols,BVN0514,Buffy.Vivien.Nichols@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,BVN0514,PC-2763
Bruno Stewart Silva,BSS0463,Bruno.Stewart.Silva@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,BSS0463,PC-4124
Jonathan John Martinez,JJM0203,Jonathan.John.Martinez@dtaa.com,Engineer,1,6 - PurchasingAndContracts,3 - Contracts,,Whoopi Britanney Camacho,JJM0203,PC-0148
Adam Ishmael Mcdaniel,AIM0627,Adam.Ishmael.Mcdaniel@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,AIM0627,PC-3297
Rashad August Hatfield,RAH0440,Rashad.August.Hatfield@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,RAH0440,PC-6610
Xenos Hayden Gallegos,XHG0902,Xenos.Hayden.Gallegos@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,XHG0902,PC-2813
Tobias Dakota Jacobs,TDJ0998,Tobias.Dakota.Jacobs@dtaa.com,MechanicalEngineer,1,3 - Manufacturing,2 - ManufacturingEngineering,,Fritz Dale Ellison,TDJ0998,PC-7508
John Price Atkins,JPA0667,John.Price.Atkins@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,JPA0667,PC-6034
Elaine Hanna Raymond,EHR0096,Elaine.Hanna.Raymond@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,EHR0096,PC-5508
Sharon Jemima Whitehead,SJW0451,Sharon.Jemima.Whitehead@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,SJW0451,PC-7902
Colton Nathan Barber,CNB0900,Colton.Nathan.Barber@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,CNB0900,PC-7843
Ethan Arden Hays,EAH0466,Ethan.Arden.Hays@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,EAH0466,PC-3579
Curran Tarik Ayala,CTA0020,Curran.Tarik.Ayala@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson,CTA0020,PC-2574
Sandra Roary Solomon,SRS0231,Sandra.Roary.Solomon@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,SRS0231,PC-3684
Hadley Willa Hill,HWH0646,Hadley.Willa.Hill@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,HWH0646,PC-8087
Halee Kim Burnett,HKB0418,Halee.Kim.Burnett@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,HKB0418,PC-3651
Chanda Celeste Mosley,CCM0855,Chanda.Celeste.Mosley@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,CCM0855,PC-5382
Shelley Eleanor Dawson,SED0886,Shelley.Eleanor.Dawson@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,SED0886,PC-4124
Logan Branden Cherry,LBC0356,Logan.Branden.Cherry@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,LBC0356,PC-0004
Chloe Keiko Holland,CKH0144,Chloe.Keiko.Holland@dtaa.com,Engineer,1,3 - Manufacturing,4 - QualityControl,,Kimberley Kiona Sosa,CKH0144,PC-1893
Melvin Brody Garza,MBG0438,Melvin.Brody.Garza@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,MBG0438,PC-6157
Mohammad Vladimir Farrell,MVF0594,Mohammad.Vladimir.Farrell@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,MVF0594,PC-9643
Alea Tana Ferrell,ATF0274,Alea.Tana.Ferrell@dtaa.com,HardwareEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,ATF0274,PC-3459
Kendall Thaddeus Glover,KTG0091,Kendall.Thaddeus.Glover@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,KTG0091,PC-7913
Alfonso Colin Cooley,ACC0042,Alfonso.Colin.Cooley@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,ACC0042,PC-0004
Arsenio Kato Wilder,AKW0167,Arsenio.Kato.Wilder@dtaa.com,AdministrativeAssistant,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,AKW0167,PC-7109
Kirk Palmer Rosales,KPR0497,Kirk.Palmer.Rosales@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,KPR0497,PC-2511
